experience_coding,python_user,r_user,sql_user,most_used,compensation,position
27.9,True,False,False,TensorFlow,242875,Expert
1.6,True,False,False,,58391,Beginner
2.0,False,True,False,,73291,Beginner
0.42,True,True,False,Scikit-learn,19549,Beginner
3.1,True,False,True,,930,Beginner
18.9,True,False,False,,199781,Senior
3.2,False,False,True,,35841,Beginner
7.8,True,False,False,TensorFlow,2,Junior
0.52,True,False,False,TensorFlow,72531,Beginner
0.0,False,False,False,,7285,Beginner
2.2,True,True,False,Scikit-learn,72887,Beginner
15.4,True,False,True,TensorFlow,69430,Intermediate
0.32,True,False,False,,68601,Beginner
15.1,True,False,True,,62018,Intermediate
2.6,True,False,True,PyTorch,64500,Beginner
0.43,True,False,False,,65638,Beginner
10.7,True,False,True,Scikit-learn,3596,Junior
0.28,True,False,True,,56641,Beginner
1.1,True,False,False,TensorFlow,819,Beginner
0.58,True,True,True,,61983,Beginner
0.91,False,True,False,,1484,Beginner
10.5,True,False,True,Scikit-learn,29201,Junior
4.6,True,False,True,,54712,Beginner
4.7,True,False,False,PyTorch,64515,Beginner
3.7,True,False,False,PyTorch,55773,Beginner
0.75,True,False,True,TensorFlow,52896,Beginner
1.7,True,False,False,Keras,805,Beginner
0.62,True,False,True,Scikit-learn,59697,Beginner
28.2,True,True,True,Keras,90888,Expert
1.4,False,True,False,,85,Beginner
1.7,True,False,False,Scikit-learn,62557,Beginner
2.8,True,False,False,,67258,Beginner
1.6,True,False,False,PyTorch,478,Beginner
4.1,True,False,False,TensorFlow,6017,Beginner
4.7,True,False,True,Keras,56687,Beginner
1.9,True,False,False,Scikit-learn,55264,Beginner
8.0,True,False,False,Scikit-learn,98,Junior
4.0,True,False,False,PyTorch,60937,Beginner
0.55,True,False,True,TensorFlow,3844,Beginner
5.0,True,True,True,,71741,Beginner
2.4,True,False,False,Scikit-learn,64564,Beginner
1.1,False,False,False,,61062,Beginner
24.6,False,False,True,,21216,Expert
4.9,True,False,True,Scikit-learn,47375,Beginner
0.85,True,False,True,TensorFlow,62554,Beginner
1.4,True,True,False,Scikit-learn,74349,Beginner
16.0,True,False,False,Scikit-learn,939,Senior
2.7,False,False,False,,33994,Beginner
0.21,True,False,True,,70792,Beginner
0.25,True,False,False,,72867,Beginner
1.6,True,False,False,,396,Beginner
0.9,True,False,False,TensorFlow,50416,Beginner
0.81,True,False,True,,409,Beginner
1.6,True,False,True,PyTorch,77306,Beginner
2.8,True,False,True,Scikit-learn,24525,Beginner
0.75,True,False,False,,360,Beginner
20.0,True,True,True,TensorFlow,3680,Senior
29.4,True,False,False,,480,Expert
8.6,True,False,True,PyTorch,40860,Junior
12.8,True,False,True,Scikit-learn,993,Intermediate
1.9,True,False,True,,4522,Beginner
4.0,True,False,False,Scikit-learn,62435,Beginner
7.3,True,False,False,Scikit-learn,79770,Junior
3.1,True,False,False,PyTorch,497,Beginner
6.4,False,False,False,,896,Junior
0.51,True,False,False,TensorFlow,50957,Beginner
3.5,True,False,False,Scikit-learn,15414,Beginner
3.8,True,True,False,,414,Beginner
1.6,True,True,True,Scikit-learn,18853,Beginner
1.3,True,False,True,Keras,60960,Beginner
10.0,True,False,False,TensorFlow,25983,Junior
0.59,True,False,True,,53124,Beginner
0.42,True,False,False,Scikit-learn,1342,Beginner
2.6,True,True,False,,53593,Beginner
2.3,True,False,True,Scikit-learn,53624,Beginner
3.6,True,False,True,PyTorch,12005,Beginner
2.6,True,False,True,Scikit-learn,463,Beginner
15.5,True,False,False,PyTorch,80286,Intermediate
8.9,False,False,True,,28037,Junior
2.4,True,False,True,TensorFlow,72631,Beginner
3.6,True,True,False,,23391,Beginner
2.8,True,False,False,PyTorch,59947,Beginner
0.0,False,False,False,,247,Beginner
0.95,False,True,False,,71330,Beginner
9.3,True,False,False,PyTorch,30206,Junior
5.1,False,False,False,,20132,Beginner
3.4,False,False,False,,65956,Beginner
0.95,True,True,True,,107,Beginner
3.0,False,True,False,,74938,Beginner
21.4,True,False,True,TensorFlow,722,Expert
2.9,True,False,False,TensorFlow,67509,Beginner
4.5,True,False,False,PyTorch,1831,Beginner
2.8,False,False,False,,58593,Beginner
0.81,True,False,True,,64323,Beginner
7.1,True,False,False,,38276,Junior
10.0,False,True,True,,360,Junior
7.4,True,False,False,PyTorch,112435,Junior
3.6,True,False,False,,51795,Beginner
20.6,True,True,True,Scikit-learn,2846,Senior
3.2,True,True,True,Keras,51908,Beginner
3.8,True,True,False,Scikit-learn,58148,Beginner
0.96,True,False,False,Scikit-learn,57803,Beginner
1.0,True,False,True,,64638,Beginner
1.6,False,False,False,,4473,Beginner
1.4,True,False,True,PyTorch,5810,Beginner
6.4,True,True,True,TensorFlow,14398,Junior
0.8,True,False,True,,74812,Beginner
4.3,True,False,False,Scikit-learn,1729,Beginner
2.8,True,False,False,TensorFlow,54331,Beginner
1.9,True,False,False,Scikit-learn,56928,Beginner
2.5,True,False,True,Keras,63491,Beginner
0.5,True,False,False,Scikit-learn,63099,Beginner
9.1,True,True,True,,58689,Junior
2.7,True,False,False,,59343,Beginner
14.5,True,False,False,Scikit-learn,29592,Intermediate
2.1,True,True,False,Scikit-learn,68870,Beginner
9.6,True,False,False,Keras,50046,Junior
20.4,True,True,True,TensorFlow,230280,Senior
0.87,True,False,True,Scikit-learn,33547,Beginner
3.2,True,False,False,Scikit-learn,49842,Beginner
5.8,True,False,False,Scikit-learn,2632,Beginner
2.8,True,False,False,,58774,Beginner
5.5,True,False,True,,100983,Beginner
0.72,True,False,False,,3956,Beginner
9.6,True,False,True,Keras,23478,Junior
2.8,True,False,False,PyTorch,163080,Beginner
5.2,True,False,False,,73581,Beginner
3.9,True,True,True,Keras,54897,Beginner
18.4,True,False,False,TensorFlow,78665,Senior
2.2,True,False,False,Scikit-learn,5411,Beginner
4.6,True,False,True,Scikit-learn,1265,Beginner
6.2,True,False,True,TensorFlow,15647,Junior
2.1,True,False,True,,55627,Beginner
0.64,True,False,True,Keras,63009,Beginner
7.8,True,True,False,Keras,413,Junior
2.4,True,False,False,Scikit-learn,52387,Beginner
12.7,True,True,True,Scikit-learn,10538,Intermediate
3.7,True,False,True,Scikit-learn,29665,Beginner
1.1,False,False,False,,70034,Beginner
0.57,True,True,True,Scikit-learn,9646,Beginner
20.4,True,False,False,Scikit-learn,8059,Senior
2.5,True,False,False,,13463,Beginner
0.0,False,False,False,,3485,Beginner
1.3,True,False,False,Keras,21,Beginner
2.0,True,False,False,Scikit-learn,2577,Beginner
9.9,True,False,True,PyTorch,5807,Junior
13.6,True,True,True,Scikit-learn,90432,Intermediate
0.68,True,False,False,Scikit-learn,280,Beginner
1.6,True,False,False,Scikit-learn,74718,Beginner
0.77,True,False,False,,904,Beginner
1.9,False,False,True,,153963,Beginner
0.55,True,False,True,,5451,Beginner
0.0,False,False,False,,476,Beginner
1.7,False,False,True,,886,Beginner
0.9,True,False,True,,35676,Beginner
17.3,True,False,False,TensorFlow,38722,Senior
29.6,True,False,True,Keras,51217,Expert
3.6,True,False,True,,1711,Beginner
2.4,True,False,True,TensorFlow,52871,Beginner
4.7,True,False,False,Scikit-learn,11559,Beginner
1.2,True,False,True,TensorFlow,15749,Beginner
4.0,True,True,False,Scikit-learn,28751,Beginner
1.3,True,False,False,Scikit-learn,50985,Beginner
9.6,True,False,False,TensorFlow,62167,Junior
10.5,True,False,False,,73261,Junior
2.8,True,False,True,Keras,787,Beginner
1.9,True,False,True,Keras,7430,Beginner
28.7,True,False,True,Scikit-learn,193514,Expert
0.24,True,False,False,Scikit-learn,64511,Beginner
10.2,True,False,True,Scikit-learn,67369,Junior
0.27,True,False,True,,63897,Beginner
7.2,True,True,False,,33889,Junior
2.7,True,False,True,PyTorch,51061,Beginner
26.9,True,False,False,Keras,63755,Expert
20.3,True,True,True,Keras,157259,Senior
6.6,True,False,True,Keras,37232,Junior
4.7,True,True,True,,55668,Beginner
0.55,True,False,False,Keras,12615,Beginner
2.3,True,False,True,TensorFlow,50080,Beginner
4.2,True,False,True,Scikit-learn,59206,Beginner
4.9,True,True,True,TensorFlow,354,Beginner
0.62,True,True,False,,66935,Beginner
3.0,True,True,False,,13030,Beginner
1.3,True,False,True,TensorFlow,41,Beginner
6.1,True,False,True,TensorFlow,85,Junior
0.79,True,False,False,,723,Beginner
14.7,True,False,True,,67785,Intermediate
0.0,False,False,False,,13987,Beginner
0.89,True,True,False,Scikit-learn,18267,Beginner
24.4,True,False,False,TensorFlow,99479,Expert
28.1,True,False,True,Scikit-learn,158288,Expert
8.9,True,True,True,,60855,Junior
28.4,True,False,False,PyTorch,110887,Expert
0.0,False,False,False,,2883,Beginner
2.6,True,False,False,Keras,64038,Beginner
23.2,True,False,True,,19781,Expert
1.9,True,False,False,Scikit-learn,18817,Beginner
2.2,True,False,False,,58618,Beginner
1.8,True,False,True,,74572,Beginner
0.54,True,False,False,,876,Beginner
2.7,True,False,False,TensorFlow,62472,Beginner
2.1,True,False,False,TensorFlow,2774,Beginner
10.5,True,True,True,Scikit-learn,79678,Junior
0.78,True,False,True,Keras,54344,Beginner
2.3,True,False,True,,51698,Beginner
4.8,True,False,True,Scikit-learn,25348,Beginner
1.1,True,False,False,Scikit-learn,53489,Beginner
2.3,True,False,False,Scikit-learn,64833,Beginner
0.64,True,False,False,,58865,Beginner
0.38,True,True,True,TensorFlow,52620,Beginner
1.4,True,False,False,Keras,60772,Beginner
17.6,False,False,True,,289,Senior
28.7,True,False,False,,41880,Expert
8.0,False,True,False,,54973,Junior
28.8,True,False,False,Keras,57854,Expert
0.0,False,False,False,,89,Beginner
0.0,False,False,False,,43110,Beginner
2.6,True,False,False,Scikit-learn,72496,Beginner
3.0,True,False,False,Scikit-learn,272,Beginner
20.2,True,False,False,Scikit-learn,65566,Senior
0.62,True,False,True,,794,Beginner
1.4,True,False,False,,74451,Beginner
2.8,True,False,False,Keras,67528,Beginner
8.7,False,False,True,TensorFlow,11724,Junior
28.9,False,False,True,TensorFlow,9597,Expert
0.0,False,False,False,,386,Beginner
2.5,True,False,False,Scikit-learn,55133,Beginner
2.8,True,False,False,TensorFlow,61328,Beginner
2.1,True,True,False,TensorFlow,429,Beginner
13.3,True,False,True,,54071,Intermediate
12.8,True,False,False,,11782,Intermediate
5.0,True,False,True,Scikit-learn,44241,Beginner
5.9,True,False,False,Keras,23692,Beginner
10.1,True,True,True,,121969,Junior
0.42,True,False,False,,58976,Beginner
4.3,True,False,True,,60581,Beginner
0.33,True,False,False,,64244,Beginner
2.0,False,False,False,Keras,707,Beginner
4.1,True,False,False,PyTorch,58587,Beginner
0.52,True,False,True,TensorFlow,68477,Beginner
1.2,True,False,False,,58196,Beginner
0.0,False,False,False,,992,Beginner
4.8,True,False,False,Scikit-learn,1355,Beginner
0.74,True,False,False,,19144,Beginner
10.5,True,False,False,TensorFlow,63262,Junior
1.1,False,False,False,,61109,Beginner
2.9,True,False,True,TensorFlow,72613,Beginner
3.8,True,False,False,Scikit-learn,55613,Beginner
0.88,True,True,False,,62989,Beginner
4.7,True,False,False,,626,Beginner
23.8,True,False,False,Keras,38734,Expert
0.87,True,False,True,Scikit-learn,74842,Beginner
1.1,True,False,False,TensorFlow,58568,Beginner
0.0,False,False,False,,8657,Beginner
2.6,True,False,False,Keras,74013,Beginner
0.77,False,False,True,,17215,Beginner
1.8,True,False,False,Scikit-learn,72332,Beginner
2.6,True,False,False,,69032,Beginner
17.3,True,False,True,Scikit-learn,1763,Senior
1.6,True,True,True,Scikit-learn,14218,Beginner
0.69,True,False,False,,60006,Beginner
4.5,True,False,False,Scikit-learn,74648,Beginner
28.7,True,False,True,Scikit-learn,59040,Expert
2.7,True,False,True,Scikit-learn,56116,Beginner
15.6,True,False,False,PyTorch,1617,Intermediate
20.2,True,False,False,TensorFlow,28266,Senior
1.6,True,False,True,,726,Beginner
28.7,False,False,True,,102603,Expert
3.0,True,False,False,PyTorch,56801,Beginner
0.71,False,False,False,,284042,Beginner
6.1,True,False,False,Scikit-learn,109338,Junior
3.0,True,False,True,,9761,Beginner
9.7,True,False,True,TensorFlow,7070,Junior
3.5,True,False,False,Scikit-learn,2323,Beginner
0.32,True,True,True,Scikit-learn,73488,Beginner
3.9,True,False,False,Scikit-learn,5263,Beginner
1.7,True,False,False,TensorFlow,47572,Beginner
2.3,True,False,False,,65055,Beginner
0.47,True,True,True,Scikit-learn,62315,Beginner
0.38,True,False,True,Scikit-learn,8245,Beginner
7.1,True,False,False,Keras,59800,Junior
1.0,True,False,False,PyTorch,9815,Beginner
1.6,True,True,True,Scikit-learn,63310,Beginner
4.8,True,True,True,Scikit-learn,483,Beginner
1.6,False,False,False,TensorFlow,12366,Beginner
2.2,True,False,False,Scikit-learn,9564,Beginner
0.38,True,False,False,TensorFlow,60768,Beginner
5.8,True,False,False,TensorFlow,57706,Beginner
0.97,False,False,False,,51199,Beginner
1.9,True,False,False,PyTorch,67166,Beginner
0.0,False,False,False,,50713,Beginner
0.0,False,False,False,,4613,Beginner
0.86,True,False,False,Scikit-learn,57801,Beginner
0.82,True,False,False,Scikit-learn,60741,Beginner
2.6,True,True,False,Scikit-learn,145,Beginner
1.9,False,False,True,,72939,Beginner
10.4,False,False,True,,759,Junior
5.1,True,False,False,PyTorch,46880,Beginner
0.48,True,False,False,,67703,Beginner
2.9,True,False,True,TensorFlow,56089,Beginner
11.5,True,True,True,PyTorch,50777,Intermediate
1.2,True,False,False,TensorFlow,69972,Beginner
0.8,True,True,True,,55908,Beginner
4.4,False,False,False,TensorFlow,51702,Beginner
3.6,True,True,True,,55059,Beginner
2.0,True,False,False,TensorFlow,74469,Beginner
1.5,True,True,True,,60434,Beginner
1.4,True,False,True,TensorFlow,59968,Beginner
1.5,True,False,True,,62852,Beginner
2.6,True,False,True,Scikit-learn,68173,Beginner
3.5,True,False,True,PyTorch,373,Beginner
2.5,True,False,False,Scikit-learn,71539,Beginner
1.5,True,False,False,Scikit-learn,65466,Beginner
1.9,False,False,True,,5593,Beginner
1.6,True,False,False,,67279,Beginner
1.8,True,False,False,,53541,Beginner
0.85,True,False,True,,52750,Beginner
5.7,True,True,False,Keras,59677,Beginner
0.0,False,False,False,,666,Beginner
2.1,True,True,False,,72064,Beginner
0.29,True,False,False,Keras,57125,Beginner
0.0,False,False,False,,243,Beginner
0.22,True,True,False,Keras,13197,Beginner
0.6,False,True,True,,7569,Beginner
0.46,True,False,False,,65597,Beginner
1.4,False,False,False,,72541,Beginner
0.45,True,False,False,,1590,Beginner
4.4,True,False,False,Scikit-learn,61785,Beginner
1.8,True,False,True,PyTorch,258,Beginner
3.7,True,False,False,Scikit-learn,3950,Beginner
0.77,True,True,True,Scikit-learn,9587,Beginner
4.9,True,False,False,,66955,Beginner
5.5,True,False,True,,11891,Beginner
11.1,True,False,True,Scikit-learn,203450,Intermediate
2.7,True,False,True,Keras,54305,Beginner
1.1,True,False,True,,55679,Beginner
23.2,True,False,True,,3443,Expert
0.0,False,False,False,,909,Beginner
2.8,True,False,True,,842,Beginner
4.0,True,False,False,Scikit-learn,5266,Beginner
5.4,True,False,False,Scikit-learn,40635,Beginner
1.5,True,False,False,,52122,Beginner
8.1,True,False,True,Scikit-learn,148,Junior
2.9,True,False,False,,61488,Beginner
1.6,True,False,False,Scikit-learn,76,Beginner
7.9,True,False,True,TensorFlow,73442,Junior
0.62,True,False,False,Scikit-learn,73763,Beginner
4.4,False,False,False,Scikit-learn,13068,Beginner
1.4,True,False,True,Scikit-learn,55027,Beginner
1.9,True,False,False,,62484,Beginner
1.7,True,False,True,,212,Beginner
1.3,False,True,False,,51019,Beginner
5.6,True,False,True,TensorFlow,1823,Beginner
3.1,True,False,True,TensorFlow,65152,Beginner
11.9,True,True,True,TensorFlow,8277,Intermediate
1.7,False,True,True,,79855,Beginner
28.6,True,False,False,Scikit-learn,64523,Expert
1.1,True,False,False,,63354,Beginner
0.55,True,False,False,Scikit-learn,58360,Beginner
0.58,True,False,False,TensorFlow,62289,Beginner
27.5,True,False,False,Keras,158,Expert
14.6,True,True,False,,71610,Intermediate
4.7,True,False,True,Scikit-learn,2857,Beginner
0.63,True,False,True,,51631,Beginner
3.5,True,False,True,Keras,64867,Beginner
2.2,True,False,True,,28065,Beginner
4.3,True,True,True,TensorFlow,937,Beginner
3.2,True,True,False,Keras,13521,Beginner
0.76,True,False,False,,69176,Beginner
0.23,True,False,True,Keras,73801,Beginner
0.66,True,False,False,,52486,Beginner
4.3,True,False,False,Keras,24290,Beginner
2.2,True,False,False,Scikit-learn,67094,Beginner
0.29,True,True,False,Scikit-learn,71531,Beginner
23.9,True,False,False,TensorFlow,161956,Expert
16.0,True,False,False,TensorFlow,3123,Senior
1.4,True,False,False,Scikit-learn,10929,Beginner
1.9,True,False,False,Scikit-learn,72629,Beginner
12.8,True,False,True,Scikit-learn,273466,Intermediate
2.4,False,False,True,PyTorch,97290,Beginner
1.7,True,False,False,Scikit-learn,74530,Beginner
0.0,False,False,False,,53002,Beginner
7.3,True,True,True,,52707,Junior
0.36,True,False,True,TensorFlow,74023,Beginner
2.7,True,False,False,TensorFlow,66089,Beginner
0.32,True,False,True,,65289,Beginner
12.2,True,False,False,Scikit-learn,85863,Intermediate
0.37,True,False,False,Keras,75234,Beginner
6.0,True,True,True,TensorFlow,61917,Junior
0.61,True,False,False,,72696,Beginner
22.2,False,False,True,TensorFlow,97498,Expert
28.6,True,True,False,PyTorch,102204,Expert
2.3,True,False,False,TensorFlow,19158,Beginner
1.1,True,False,True,,60198,Beginner
0.93,True,False,True,TensorFlow,68702,Beginner
2.5,False,True,True,,53490,Beginner
2.6,True,False,False,,194,Beginner
4.9,True,False,True,TensorFlow,69118,Beginner
1.3,True,False,True,Scikit-learn,5683,Beginner
0.33,True,False,False,Scikit-learn,73415,Beginner
12.6,True,False,False,Scikit-learn,168540,Intermediate
0.47,True,False,True,,14810,Beginner
2.1,False,True,False,,2585,Beginner
5.7,True,False,True,Scikit-learn,346,Beginner
3.1,True,False,False,Scikit-learn,126,Beginner
27.2,True,False,False,Keras,53252,Expert
28.1,True,False,True,Scikit-learn,69801,Expert
0.79,True,False,False,Keras,56137,Beginner
11.0,True,False,True,TensorFlow,49219,Intermediate
0.7,True,True,True,Scikit-learn,71479,Beginner
0.89,True,False,False,Scikit-learn,14734,Beginner
0.0,False,False,False,,290,Beginner
2.6,True,False,False,Scikit-learn,63,Beginner
2.9,True,False,False,Keras,362,Beginner
5.2,True,False,False,Scikit-learn,187325,Beginner
0.0,False,False,False,,19447,Beginner
0.74,False,False,False,,372,Beginner
2.0,True,False,True,Scikit-learn,8842,Beginner
4.5,True,False,False,Keras,1905,Beginner
11.5,True,False,False,Scikit-learn,1345,Intermediate
4.2,True,False,False,Scikit-learn,58225,Beginner
0.24,True,False,False,TensorFlow,55330,Beginner
3.4,True,False,False,TensorFlow,968,Beginner
19.8,False,True,True,,65094,Senior
9.3,True,False,False,TensorFlow,55440,Junior
7.4,True,False,True,TensorFlow,2896,Junior
9.1,True,True,True,Scikit-learn,68583,Junior
25.2,True,False,False,Scikit-learn,89286,Expert
2.6,True,False,False,TensorFlow,57950,Beginner
0.88,True,False,True,Scikit-learn,486,Beginner
15.6,True,True,True,Scikit-learn,73519,Intermediate
6.4,True,False,True,Keras,78095,Junior
4.0,True,False,True,Scikit-learn,5877,Beginner
1.7,True,False,True,,19732,Beginner
0.82,True,False,False,,56028,Beginner
4.6,True,False,True,TensorFlow,68089,Beginner
29.0,True,False,False,Scikit-learn,21859,Expert
15.1,False,False,False,,7253,Intermediate
2.5,True,False,True,,72661,Beginner
18.7,True,False,True,TensorFlow,277714,Senior
20.4,True,True,True,Scikit-learn,25822,Senior
4.0,True,False,False,Scikit-learn,60897,Beginner
1.6,True,False,False,,63480,Beginner
0.0,False,False,False,,19416,Beginner
3.2,True,False,True,TensorFlow,81238,Beginner
3.7,True,False,False,PyTorch,63590,Beginner
0.62,True,False,False,Scikit-learn,3415,Beginner
2.7,True,False,False,Scikit-learn,1811,Beginner
7.3,True,False,False,Scikit-learn,877,Junior
2.8,True,False,True,TensorFlow,58045,Beginner
0.0,False,False,False,,11759,Beginner
26.7,True,False,True,Scikit-learn,237,Expert
0.31,False,True,False,,56542,Beginner
0.34,True,False,True,,247,Beginner
2.5,True,False,False,PyTorch,52399,Beginner
8.1,True,False,True,Scikit-learn,114652,Junior
5.5,True,False,False,TensorFlow,39027,Beginner
9.6,True,True,True,Scikit-learn,78105,Junior
0.0,False,False,False,,10911,Beginner
4.7,True,False,True,TensorFlow,124640,Beginner
6.6,True,False,False,TensorFlow,13046,Junior
3.6,True,False,False,Keras,121,Beginner
4.8,True,False,False,,71332,Beginner
1.2,True,True,True,PyTorch,22108,Beginner
1.9,True,True,False,Scikit-learn,61385,Beginner
3.6,True,False,True,PyTorch,195,Beginner
2.6,False,False,True,Keras,213,Beginner
1.1,True,True,True,,260,Beginner
3.0,True,True,True,TensorFlow,103166,Beginner
12.4,True,True,False,Scikit-learn,55776,Intermediate
0.98,True,True,True,Keras,70101,Beginner
29.8,True,True,True,,73879,Expert
17.0,True,False,False,PyTorch,42671,Senior
2.2,True,False,False,,107287,Beginner
29.3,False,True,True,Keras,49513,Expert
1.5,True,False,False,,577,Beginner
0.65,True,True,True,TensorFlow,245,Beginner
1.2,True,False,True,Scikit-learn,66990,Beginner
3.7,True,False,False,Scikit-learn,6171,Beginner
0.63,True,False,False,,53127,Beginner
4.7,False,True,False,,1667,Beginner
0.86,True,False,False,TensorFlow,68111,Beginner
0.0,False,False,False,,89178,Beginner
0.45,True,False,False,,55473,Beginner
14.4,True,False,True,TensorFlow,15959,Intermediate
1.8,True,False,False,TensorFlow,54817,Beginner
1.5,True,False,False,,23179,Beginner
4.6,True,False,True,Scikit-learn,64670,Beginner
4.7,True,True,True,TensorFlow,22025,Beginner
0.7,True,True,False,TensorFlow,104416,Beginner
4.5,True,False,False,Scikit-learn,71103,Beginner
0.0,False,False,False,,222,Beginner
0.55,True,False,False,TensorFlow,482,Beginner
0.31,True,False,True,Scikit-learn,72482,Beginner
0.42,False,False,False,,2402,Beginner
7.3,True,False,True,TensorFlow,29345,Junior
2.9,True,False,False,Keras,770,Beginner
10.2,True,False,False,TensorFlow,117425,Junior
23.9,True,True,True,Scikit-learn,228545,Expert
1.6,False,False,False,,10209,Beginner
4.7,True,False,False,PyTorch,62333,Beginner
1.8,True,False,False,,74476,Beginner
1.3,False,False,False,,64166,Beginner
0.0,False,False,False,,47012,Beginner
13.1,False,False,False,Scikit-learn,7842,Intermediate
2.8,True,False,False,TensorFlow,3888,Beginner
14.7,False,False,True,TensorFlow,34862,Intermediate
1.9,True,False,False,Keras,50023,Beginner
0.54,True,False,False,,128,Beginner
6.1,False,False,True,Scikit-learn,1267,Junior
0.0,False,False,False,,48902,Beginner
1.5,True,False,False,TensorFlow,6488,Beginner
1.9,False,False,True,,42394,Beginner
9.8,True,False,False,PyTorch,27909,Junior
7.3,False,False,False,,63696,Junior
1.0,False,False,False,Keras,939,Beginner
1.7,True,False,False,Scikit-learn,51757,Beginner
3.0,True,True,True,,55144,Beginner
2.2,True,False,False,TensorFlow,63672,Beginner
3.4,False,False,False,Scikit-learn,67293,Beginner
8.1,True,False,False,TensorFlow,1350,Junior
0.85,True,False,False,Scikit-learn,809,Beginner
10.8,False,False,True,,31132,Junior
1.5,True,True,True,TensorFlow,57764,Beginner
0.3,True,False,False,PyTorch,61613,Beginner
3.6,True,False,False,TensorFlow,2032,Beginner
7.3,True,False,True,PyTorch,16010,Junior
0.91,True,False,False,Scikit-learn,73976,Beginner
3.0,True,False,False,Scikit-learn,68034,Beginner
3.2,True,False,False,Scikit-learn,54956,Beginner
0.45,True,True,True,PyTorch,619,Beginner
0.56,False,False,False,,424,Beginner
0.51,True,False,False,,61846,Beginner
0.0,False,False,False,,52173,Beginner
29.2,True,False,True,Keras,176640,Expert
2.7,True,False,False,Scikit-learn,57997,Beginner
4.8,True,False,True,Scikit-learn,24896,Beginner
4.2,True,False,False,PyTorch,4672,Beginner
4.8,True,False,True,Scikit-learn,67756,Beginner
1.7,True,False,False,Keras,51420,Beginner
1.0,True,False,False,,3993,Beginner
2.6,True,False,False,TensorFlow,36318,Beginner
1.8,True,False,False,Scikit-learn,51357,Beginner
8.9,False,True,True,,58264,Junior
0.78,True,False,True,Keras,69669,Beginner
7.1,False,True,True,,62311,Junior
0.0,False,False,False,,182,Beginner
2.0,True,True,False,,63312,Beginner
3.3,True,False,True,,108347,Beginner
1.1,True,False,True,Scikit-learn,39,Beginner
0.86,True,False,False,,64318,Beginner
2.1,True,False,False,Scikit-learn,19302,Beginner
2.8,True,False,False,,1381,Beginner
22.4,True,True,True,,29245,Expert
0.8,True,False,False,,51180,Beginner
7.8,False,False,False,,60745,Junior
2.2,True,False,False,Keras,59993,Beginner
1.2,True,False,True,,50555,Beginner
2.3,True,False,False,Scikit-learn,64716,Beginner
1.8,True,False,True,Scikit-learn,443,Beginner
3.0,True,False,False,Keras,56690,Beginner
0.86,True,False,False,,47740,Beginner
2.0,True,False,False,Scikit-learn,69,Beginner
10.2,True,True,True,Scikit-learn,17484,Junior
3.9,True,True,True,,67512,Beginner
13.0,True,False,False,Scikit-learn,74228,Intermediate
3.6,True,True,False,,56849,Beginner
2.8,True,True,True,TensorFlow,54275,Beginner
0.67,True,False,True,PyTorch,174,Beginner
22.1,True,False,False,PyTorch,105150,Expert
2.0,True,True,True,Scikit-learn,53029,Beginner
0.62,True,False,False,,64217,Beginner
2.8,True,False,False,PyTorch,1321,Beginner
2.5,True,False,False,Scikit-learn,2975,Beginner
23.3,False,True,True,,34933,Expert
0.64,True,False,False,,764,Beginner
3.1,True,True,False,Scikit-learn,68322,Beginner
0.26,True,False,False,,59462,Beginner
3.5,True,False,True,,68451,Beginner
2.9,False,True,True,,105743,Beginner
2.1,True,False,True,Scikit-learn,96833,Beginner
1.5,True,True,True,PyTorch,17338,Beginner
4.5,True,False,True,Keras,55509,Beginner
4.7,True,True,True,Scikit-learn,13654,Beginner
7.9,True,True,True,Scikit-learn,79031,Junior
1.9,True,False,True,,1062,Beginner
9.9,True,False,False,Scikit-learn,116479,Junior
9.9,False,False,True,Scikit-learn,30679,Junior
4.7,True,False,False,Keras,59221,Beginner
0.0,False,False,False,,4631,Beginner
1.8,True,False,True,Scikit-learn,5190,Beginner
0.59,True,False,False,Scikit-learn,59823,Beginner
2.7,True,False,False,,72291,Beginner
20.4,True,True,True,,59691,Senior
0.0,False,False,False,,4026,Beginner
0.23,True,False,False,Scikit-learn,59394,Beginner
2.9,True,False,True,TensorFlow,65139,Beginner
0.45,True,True,False,TensorFlow,636,Beginner
2.4,True,False,False,Scikit-learn,4860,Beginner
16.4,True,False,True,Scikit-learn,184395,Senior
0.21,True,False,False,Scikit-learn,4223,Beginner
1.8,True,False,False,,447,Beginner
4.1,True,True,False,TensorFlow,65514,Beginner
4.8,True,False,True,Scikit-learn,66300,Beginner
12.8,True,False,True,Scikit-learn,38811,Intermediate
3.5,True,False,False,Scikit-learn,60582,Beginner
7.1,True,False,False,PyTorch,43332,Junior
7.7,True,False,False,,49708,Junior
18.3,True,False,False,PyTorch,11756,Senior
2.5,True,False,False,TensorFlow,39556,Beginner
2.9,True,False,False,,10201,Beginner
3.8,True,False,True,,60769,Beginner
8.3,True,False,False,Scikit-learn,55479,Junior
11.7,True,False,True,PyTorch,218782,Intermediate
28.3,True,True,True,Scikit-learn,4250,Expert
3.1,False,False,True,,74112,Beginner
3.3,True,False,False,Scikit-learn,221,Beginner
29.5,True,True,True,,53020,Expert
1.8,True,True,False,TensorFlow,59290,Beginner
8.0,True,True,True,Scikit-learn,25116,Junior
6.2,True,False,False,Keras,3351,Junior
0.85,True,False,False,,54450,Beginner
4.8,True,False,True,TensorFlow,409,Beginner
